sample_id,age_BP,d18O_measurement,d13C_measurement,Mg_Ca_measurement,Sr_Ca_measurement,U_Ca_measurement,P_Ca_measurement,Ba_Ca_measurement,year_CE
359646,519.9900704,-9.57,,,,,,,1430.0099295999999
359645,518.8916635,-9.41,,,,,,,1431.1083365
359644,517.8023186,-9.53,,,,,,,1432.1976814
359643,516.5875121,-9.42,,,,,,,1433.4124879
359642,515.6471954,-9.58,,,,,,,1434.3528046000001
359641,514.5560191,-9.36,,,,,,,1435.4439809
359640,513.5515607,-9.43,,,,,,,1436.4484393
359639,512.7380198,-9.2,,,,,,,1437.2619802
359638,511.9239136,-9.32,,,,,,,1438.0760864
359637,511.1992548,-8.99,,,,,,,1438.8007452
359636,510.4658898,-9.23,,,,,,,1439.5341102
359635,509.5645888,-9.2,,,,,,,1440.4354112
359634,508.6949241,-9.68,,,,,,,1441.3050759
359633,507.6857848,-9.36,,,,,,,1442.3142152
359632,506.7537959,-9.64,,,,,,,1443.2462040999999
359631,505.8385024,-9.21,,,,,,,1444.1614976
359630,505.1238654,-9.19,,,,,,,1444.8761346000001
359629,504.2263959,-9.15,,,,,,,1445.7736041
